表層形, 品詞
ふう,動詞
っと,助詞
、,記号
六,名詞
年,名詞
前,名詞
の,助詞
私,名詞
の,助詞
離婚,名詞
の,助詞
時,名詞
の,助詞
事,名詞
が,助詞
色,名詞
あざやか,名詞
に,助詞
思い,動詞
浮ん,動詞
で,助詞
来,動詞
て,助詞
、,記号
たまらなく,形容詞
なり,動詞
、,記号
思わず,副詞
、,記号
あ,感動詞
、,記号
と,助詞
言っ,動詞
て,助詞
しまっ,動詞
た,助動詞
の,名詞
だ,助動詞
が,助詞
、,記号
お母さま,名詞
の,助詞
場合,名詞
は,助詞
、,記号
どう,副詞
な,助動詞
の,名詞
だろ,助動詞
う,助動詞
。,記号
まさか,副詞
お母さま,名詞
に,助詞
、,記号
私,名詞
の,助詞
よう,名詞
な,助動詞
恥ずかしい,形容詞
過去,名詞
が,助詞
ある,動詞
わけ,名詞
は,助詞
無し,形容詞
、,記号
いや,接続詞
、,記号
それとも,接続詞
、,記号
何,名詞
か,助詞
。,記号
「,記号
お母さま,名詞
も,助詞
、,記号
さっき,名詞
、,記号
何,名詞
か,助詞
お,接頭詞
思い出し,動詞
に,助詞
なっ,動詞
た,助動詞
の,名詞
でしょ,助動詞
う,助動詞
？,記号
　,記号
どんな,連体詞
事,名詞
？,記号
」,記号
「,記号
忘れ,動詞
た,助動詞
わ,助詞
」,記号
「,記号
私,名詞
の,助詞
事,名詞
？,記号
」,記号
「,記号
いいえ,感動詞
」,記号
「,記号
直治,名詞
の,助詞
事,名詞
？,記号
」,記号
「,記号
そう,副詞
」,記号
と,助詞
言い,動詞
かけ,動詞
て,助詞
、,記号
首,名詞
を,助詞
かしげ,動詞
、,記号
「,記号
かも,助詞
知れ,動詞
ない,助動詞
わ,助詞
」,記号
と,助詞
おっしゃっ,動詞
た,助動詞
。,記号
弟,名詞
の,助詞
直治,名詞
は,助詞
大学,名詞
の,助詞
中途,名詞
で,助詞
召集,名詞
さ,動詞
れ,動詞
、,記号
南方,名詞
の,助詞
島,名詞
へ,助詞
行っ,動詞
た,助動詞
の,名詞
だ,助動詞
が,助詞
、,記号
消息,名詞
が,助詞
絶え,動詞
て,助詞
しまっ,動詞
て,助詞
、,記号
終戦,名詞
に,助詞
なっ,動詞
て,助詞
も,助詞
行先,名詞
が,助詞
不明,名詞
で,助動詞
、,記号
お母さま,名詞
は,助詞
、,記号
もう,副詞
直治,名詞
に,助詞
は,助詞
逢え,動詞
ない,助動詞
と,助詞
覚悟,名詞
し,動詞
て,助詞
いる,動詞
、,記号
と,助詞
おっしゃっ,動詞
て,助詞
いる,動詞
けれども,助詞
、,記号
私,名詞
は,助詞
、,記号
そんな,連体詞
、,記号
「,記号
覚悟,名詞
」,記号
なんか,助詞
し,動詞
た,助動詞
事,名詞
は,助詞
一,名詞
度,名詞
も,助詞
ない,形容詞
、,記号
きっと,副詞
逢える,動詞
と,助詞
ばかり,助詞
思っ,動詞
て,助詞
いる,動詞
。,記号
「,記号
あきらめ,動詞
て,助詞
しまっ,動詞
た,助動詞
つもり,名詞
な,助動詞
ん,名詞
だ,助動詞
けど,助詞
、,記号
おいしい,形容詞
スウプ,名詞
を,助詞
いただい,動詞
て,助詞
、,記号
直治,名詞
を,助詞
思っ,動詞
て,助詞
、,記号
たまらなく,形容詞
なっ,動詞
た,助動詞
。,記号
もっと,副詞
、,記号
直治,名詞
に,助詞
、,記号
よく,副詞
してやれ,動詞
ば,助詞
よかっ,形容詞
た,助動詞
」,記号
直治,名詞
は,助詞
高等,名詞
学校,名詞
に,助詞
はいっ,動詞
た,助動詞
頃,名詞
から,助詞
、,記号
いや,名詞
に,助詞
文学,名詞
に,助詞
こっ,動詞
て,助詞
、,記号
ほとんど,副詞
不良,名詞
少年,名詞
みたい,名詞
な,助動詞
生活,名詞
を,助詞
はじめて,副詞
、,記号
どれ,名詞
だけ,助詞
お母さま,名詞
に,助詞
御苦労,名詞
を,助詞
かけ,動詞
た,助動詞
か,助詞
、,記号
わから,動詞
ない,助動詞
の,名詞
だ,助動詞
。,記号
それ,名詞
だ,助動詞
のに,助詞
お母さま,名詞
は,助詞
、,記号
スウプ,名詞
を,助詞
一,名詞
さじ,名詞
吸っ,動詞
て,助詞
は,助詞
直治,名詞
を,助詞
思い,動詞
、,記号
あ,感動詞
、,記号
と,助詞
おっしゃる,動詞
。,記号
私,名詞
は,助詞
ごはん,名詞
を,助詞
口,名詞
に,助詞
押し込み,名詞
眼,名詞
が,助詞
熱く,形容詞
なっ,動詞
た,助動詞
。,記号
「,記号
大丈夫,名詞
よ,助詞
。,記号
直治,名詞
は,助詞
、,記号
大丈夫,名詞
よ,助詞
。,記号
直治,名詞
みたい,名詞
な,助動詞
悪漢,名詞
は,助詞
、,記号
なかなか,副詞
死ぬ,動詞
もの,名詞
じゃ,助詞
ない,助動詞
わ,助詞
よ,助詞
。,記号
死ぬ,動詞
ひと,名詞
は,助詞
、,記号
きまって,副詞
、,記号
おとなしく,形容詞
て,助詞
、,記号
綺麗,名詞
で,助動詞
、,記号
やさしい,形容詞
もの,名詞
だ,助動詞
わ,助詞
。,記号
直治,名詞
なんて,助詞
、,記号
棒,名詞
で,助詞
たたい,動詞
た,助動詞
って,助詞
、,記号
死に,動詞
やし,助動詞
ない,助動詞
」,記号
お母さま,名詞
は,助詞
笑っ,動詞
て,助詞
、,記号
「,記号
それ,名詞
じゃ,助詞
、,記号
かず子,名詞
さん,名詞
は,助詞
早死,名詞
に,助詞
の,助詞
ほう,名詞
か,助詞
な,助詞
」,記号
と,フィラー
私,名詞
を,助詞
からかう,動詞
。,記号
「,記号
あら,感動詞
、,記号
どうして,副詞
？,記号
　,記号
私,名詞
なんか,助詞
、,記号
悪漢,名詞
の,助詞
お,接頭詞
デコ,名詞
さん,名詞
です,助動詞
から,助詞
、,記号
八,名詞
十,名詞
歳,名詞
まで,助詞
は,助詞
大丈夫,名詞
よ,助詞
」,記号
「,記号
そう,副詞
な,助動詞
の,助詞
？,記号
　,記号
そん,名詞
なら,助動詞
、,記号
お母さま,名詞
は,助詞
、,記号
九,名詞
十,名詞
歳,名詞
まで,助詞
は,助詞
大丈夫,名詞
ね,助詞
」,記号
「,記号
ええ,感動詞
」,記号
と,助詞
言い,動詞
かけ,動詞
て,助詞
、,記号
少し,副詞
困っ,動詞
た,助動詞
。,記号
悪漢,名詞
は,助詞
長生き,名詞
する,動詞
。,記号
綺麗,名詞
な,助動詞
ひと,名詞
は,助詞
早く,形容詞
死ぬ,動詞
。,記号
お母さま,名詞
は,助詞
、,記号
お,接頭詞
綺麗,名詞
だ,助動詞
。,記号
けれども,接続詞
、,記号
長生き,名詞
し,動詞
て,助詞
もらい,動詞
たい,助動詞
。,記号
私,名詞
は,助詞
頗る,副詞
まごつい,動詞
た,助動詞
。,記号
「,記号
意地,名詞
わる,名詞
ね,助詞
！,記号
」,記号
と,助詞
言っ,動詞
たら,助動詞
、,記号
下,接頭詞
唇,名詞
が,助詞
ぷるぷる,名詞
震え,動詞
て,助詞
来,動詞
て,助詞
、,記号
涙,名詞
が,助詞
眼,名詞
から,助詞
あふれ,動詞
て,助詞
落ち,動詞
た,助動詞
。,記号
蛇,名詞
の,助詞
話,名詞
を,助詞
しよ,動詞
う,助動詞
かしら,助詞
。,記号
その,連体詞
四,名詞
、,記号
五,名詞
日,名詞
前,名詞
の,助詞
午後,名詞
に,助詞
、,記号
近所,名詞
の,助詞
子供,名詞
たち,名詞
が,助詞
、,記号
お,接頭詞
庭,名詞
の,助詞
垣,名詞
の,助詞
竹,名詞
藪,名詞
から,助詞
、,記号
蛇,名詞
の,助詞
卵,名詞
を,助詞
十,名詞
ばかり,助詞
見つけ,動詞
て,助詞
来,動詞
た,助動詞
の,名詞
で,助動詞
ある,助動詞
。,記号
子供,名詞
たち,名詞
は,助詞
、,記号
「,記号
蝮,名詞
の,助詞
卵,名詞
だ,助動詞
」,記号
と,助詞
言い張っ,動詞
た,助動詞
。,記号
私,名詞
は,助詞
あの,連体詞
竹,名詞
藪,名詞
に,助詞
蝮,名詞
が,助詞
十,名詞
匹,名詞
も,助詞
生れ,動詞
て,助詞
は,助詞
、,記号
うっかり,副詞
お,接頭詞
庭,名詞
に,助詞
も,助詞
降り,動詞
られ,動詞
ない,助動詞
と,助詞
思っ,動詞
た,助動詞
ので,助詞
、,記号
「,記号
焼い,動詞
ちゃお,動詞
う,助動詞
」,記号
と,助詞
言う,動詞
と,助詞
、,記号
子供,名詞
たち,名詞
は,助詞
おどり上がっ,動詞
て,助詞
喜び,動詞
、,記号
私,名詞
の,助詞
あと,名詞
から,助詞
つい,動詞
て,助詞
来る,動詞
。,記号
竹,名詞
藪,名詞
の,助詞
近く,名詞
に,助詞
、,記号
木の葉,名詞
や,助詞
柴,名詞
を,助詞
積み上げ,動詞
て,助詞
、,記号
それ,名詞
を,助詞
燃やし,動詞
、,記号
その,連体詞
火,名詞
の,助詞
中,名詞
に,助詞
卵,名詞
を,助詞
一つ,名詞
ずつ,助詞
投げ入れ,動詞
た,助動詞
。,記号
卵,名詞
は,助詞
、,記号
なかなか,副詞
燃え,動詞
なかっ,助動詞
た,助動詞
。,記号
子供,名詞
たち,名詞
が,助詞
、,記号
更に,副詞
木の葉,名詞
や,助詞
小,接頭詞
枝,名詞
を,助詞
焔,名詞
の,助詞
上,名詞
に,助詞
かぶせ,動詞
て,助詞
火勢,名詞
を,助詞
強く,形容詞
し,動詞
て,助詞
も,助詞
、,記号
卵,名詞
は,助詞
燃え,動詞
そう,名詞
も,助詞
なかっ,形容詞
た,助動詞
。,記号
下,名詞
の,助詞
農家,名詞
の,助詞
娘,名詞
さん,名詞
が,助詞
、,記号
垣根,名詞
の,助詞
外,名詞
から,助詞
、,記号
「,記号
何,名詞
を,助詞
し,動詞
て,助詞
いらっしゃる,動詞
の,名詞
です,助動詞
か,助詞
？,記号
」,記号
と,助詞
笑い,動詞
ながら,助詞
たずね,動詞
た,助動詞
。,記号
「,記号
蝮,名詞
の,助詞
卵,名詞
を,助詞
燃やし,動詞
て,助詞
いる,動詞
の,名詞
です,助動詞
。,記号
蝮,名詞
が,助詞
出る,動詞
と,助詞
、,記号
こわい,形容詞
ん,名詞
です,助動詞
もの,名詞
」,記号
「,記号
大き,形容詞
さ,名詞
は,助詞
、,記号
どれ,名詞
くらい,助詞
です,助動詞
か,助詞
？,記号
」,記号
「,記号
うずら,名詞
の,助詞
卵,名詞
くらい,助詞
で,助動詞
、,記号
真白,名詞
な,助動詞
ん,名詞
です,助動詞
」,記号
「,記号
それ,名詞
じゃ,助詞
、,記号
ただ,名詞
の,助詞
蛇,名詞
の,助詞
卵,名詞
です,助動詞
わ,助詞
。,記号
蝮,名詞
の,助詞
卵,名詞
じゃ,助詞
ない,助動詞
でしょ,助動詞
う,助動詞
。,記号
生,名詞
の,助詞
卵,名詞
は,助詞
、,記号
なかなか,副詞
燃え,動詞
ませ,助動詞
ん,助動詞
よ,助詞
」,記号
娘,名詞
さん,名詞
は,助詞
、,記号
さも,副詞
可笑し,形容詞
そう,名詞
に,助詞
笑っ,動詞
て,助詞
、,記号
去っ,動詞
た,助動詞
。,記号
三,名詞
十,名詞
分,名詞
ばかり,助詞
火,名詞
を,助詞
燃やし,動詞
て,助詞
い,動詞
た,助動詞
の,名詞
だ,助動詞
けれども,助詞
、,記号
どうしても,副詞
卵,名詞
は,助詞
燃え,動詞
ない,助動詞
ので,助詞
、,記号
子供,名詞
たち,名詞
に,助詞
卵,名詞
を,助詞
火,名詞
の,助詞
中,名詞
から,助詞
拾わ,動詞
せ,動詞
て,助詞
、,記号
梅,名詞
の,助詞
木の下,名詞
に,助詞
埋め,動詞
させ,動詞
、,記号
私,名詞
は,助詞
小石,名詞
を,助詞
集め,動詞
て,助詞
墓標,名詞
を,助詞
作っ,動詞
て,助詞
やっ,動詞
た,助動詞
。,記号
「,記号
さあ,感動詞
、,記号
みんな,名詞
、,記号
拝む,動詞
の,名詞
よ,助詞
」,記号
私,名詞
が,助詞
しゃがん,動詞
で,助詞
合掌,名詞
する,動詞
と,助詞
、,記号
子供,名詞
たち,名詞
も,助詞
おとなしく,形容詞
私,名詞
の,助詞
うし,名詞
ろ,名詞
に,助詞
しゃがん,動詞
で,助詞
合掌,名詞
し,動詞
た,助動詞
よう,名詞
で,助動詞
あっ,助動詞
た,助動詞
。,記号
そうして,接続詞
子供,名詞
たち,名詞
と,助詞
わかれ,動詞
て,助詞
、,記号
私,名詞
ひとり,名詞
石段,名詞
を,助詞
ゆっくり,副詞
のぼっ,動詞
て,助詞
来る,動詞
と,助詞
、,記号
石段,名詞
の,助詞
上,名詞
の,助詞
、,記号
藤棚,名詞
の,助詞
蔭,名詞
に,助詞
お母さま,名詞
が,助詞
立っ,動詞
て,助詞
い,動詞
らし,助動詞
て,助詞
、,記号
「,記号
可哀そう,名詞
な,助動詞
事,名詞
を,助詞
する,動詞
ひと,名詞
ね,助詞
」,記号
と,助詞
おっしゃっ,動詞
た,助動詞
。,記号
「,記号
蝮,名詞
か,助詞
と,助詞
思っ,動詞
たら,助動詞
、,記号
ただ,名詞
の,助詞
蛇,名詞
だっ,助動詞
た,助動詞
の,助詞
。,記号
けれど,接続詞
、,記号
ちゃんと,副詞
埋葬,名詞
し,動詞
て,助詞
やっ,動詞
た,助動詞
から,助詞
、,記号
大丈夫,名詞
」,記号
と,助詞
は,助詞
言っ,動詞
た,助動詞
ものの,助詞
、,記号
こりゃ,感動詞
お母さま,名詞
に,助詞
見,動詞
られ,動詞
て,助詞
、,記号
まずかっ,形容詞
た,助動詞
か,助詞
な,助詞
と,助詞
思っ,動詞
た,助動詞
。,記号
お母さま,名詞
は,助詞
決して,副詞
迷信,名詞
家,名詞
で,助詞
は,助詞
ない,形容詞
けれども,助詞
、,記号
十,名詞
年,名詞
前,名詞
、,記号
お,接頭詞
父上,名詞
が,助詞
西片,名詞
町,名詞
の,助詞
お家,名詞
で,助詞
亡くなら,動詞
れ,動詞
て,助詞
から,助詞
、,記号
蛇,名詞
を,助詞
とても,副詞
恐れ,動詞
て,助詞
いらっしゃる,動詞
。,記号
お,接頭詞
父上,名詞
の,助詞
御,接頭詞
臨終,名詞
の,助詞
直前,名詞
に,助詞
、,記号
お母さま,名詞
が,助詞
、,記号
お,接頭詞
父上,名詞
の,助詞
枕元,名詞
に,助詞
細い,形容詞
黒い,形容詞
紐,名詞
が,助詞
落ち,動詞
て,助詞
いる,動詞
の,名詞
を,助詞
見,動詞
て,助詞
、,記号
何気なく,形容詞
拾お,動詞
う,助動詞
と,助詞
なさっ,動詞
たら,助動詞
、,記号
それ,名詞
が,助詞
蛇,名詞
だっ,助動詞
た,助動詞
。,記号
するする,副詞
と,助詞
逃げ,動詞
て,助詞
、,記号
廊下,名詞
に,助詞
出,動詞
て,助詞
それ,名詞
から,助詞
どこ,名詞
へ,助詞
行っ,動詞
た,助動詞
か,助詞
わから,動詞
なく,助動詞
なっ,動詞
た,助動詞
が,助詞
、,記号
それ,名詞
を,助詞
見,動詞
た,助動詞
